prod_id,qty,price,discount,member,txn_id,start_txn_time
f084eb,2,36,20,f,5d749c,2021-03-28T22:24:25.804Z
d5e9a6,5,23,14,f,cf6517,2021-02-21T21:45:33.350Z
72f5d4,1,19,14,f,cf6517,2021-02-21T21:45:33.350Z
5d267b,5,40,14,f,cf6517,2021-02-21T21:45:33.350Z
b9a74d,3,17,14,f,cf6517,2021-02-21T21:45:33.350Z
c4a632,5,13,19,t,48b9d7,2021-02-26T06:49:17.385Z
e83aa3,2,32,19,t,48b9d7,2021-02-26T06:49:17.385Z
e31d39,1,10,19,t,48b9d7,2021-02-26T06:49:17.385Z
d5e9a6,2,23,19,t,48b9d7,2021-02-26T06:49:17.385Z
5d267b,5,40,19,t,48b9d7,2021-02-26T06:49:17.385Z
c8d436,1,10,19,t,48b9d7,2021-02-26T06:49:17.385Z
2a2353,3,57,19,t,48b9d7,2021-02-26T06:49:17.385Z
b9a74d,1,17,19,t,48b9d7,2021-02-26T06:49:17.385Z
2feb6b,5,29,19,t,48b9d7,2021-02-26T06:49:17.385Z
72f5d4,3,19,5,t,47251d,2021-01-27T22:53:10.780Z
5d267b,5,40,5,t,47251d,2021-01-27T22:53:10.780Z
2a2353,5,57,5,t,47251d,2021-01-27T22:53:10.780Z
f084eb,2,36,5,t,47251d,2021-01-27T22:53:10.780Z
e83aa3,4,32,15,f,c75ea6,2021-03-03T04:17:19.852Z
e31d39,5,10,15,f,c75ea6,2021-03-03T04:17:19.852Z
72f5d4,2,19,15,f,c75ea6,2021-03-03T04:17:19.852Z
9ec847,4,54,15,f,c75ea6,2021-03-03T04:17:19.852Z
5d267b,1,40,15,f,c75ea6,2021-03-03T04:17:19.852Z
f084eb,5,36,15,f,c75ea6,2021-03-03T04:17:19.852Z
b9a74d,4,17,15,f,c75ea6,2021-03-03T04:17:19.852Z
2feb6b,5,29,15,f,c75ea6,2021-03-03T04:17:19.852Z
c4a632,1,13,10,t,84a0f1,2021-03-19T23:33:38.275Z
e31d39,4,10,10,t,84a0f1,2021-03-19T23:33:38.275Z
9ec847,5,54,10,t,84a0f1,2021-03-19T23:33:38.275Z
b9a74d,2,17,10,t,84a0f1,2021-03-19T23:33:38.275Z
2feb6b,1,29,10,t,84a0f1,2021-03-19T23:33:38.275Z
c4a632,4,13,9,f,786c60,2021-01-13T08:41:16.454Z
e83aa3,1,32,9,f,786c60,2021-01-13T08:41:16.454Z
e31d39,4,10,9,f,786c60,2021-01-13T08:41:16.454Z
d5e9a6,4,23,9,f,786c60,2021-01-13T08:41:16.454Z
72f5d4,1,19,9,f,786c60,2021-01-13T08:41:16.454Z
9ec847,2,54,9,f,786c60,2021-01-13T08:41:16.454Z
c8d436,5,10,9,f,786c60,2021-01-13T08:41:16.454Z
2a2353,4,57,9,f,786c60,2021-01-13T08:41:16.454Z
f084eb,1,36,9,f,786c60,2021-01-13T08:41:16.454Z
b9a74d,2,17,9,f,786c60,2021-01-13T08:41:16.454Z
c4a632,1,13,13,t,500bf9,2021-03-08T02:41:15.331Z
d5e9a6,1,23,13,t,500bf9,2021-03-08T02:41:15.331Z
9ec847,4,54,13,t,500bf9,2021-03-08T02:41:15.331Z
b9a74d,4,17,13,t,500bf9,2021-03-08T02:41:15.331Z
e83aa3,4,32,24,t,34601,2021-01-12T17:35:37.334Z
e31d39,4,10,24,t,34601,2021-01-12T17:35:37.334Z
9ec847,5,54,24,t,34601,2021-01-12T17:35:37.334Z
f084eb,3,36,24,t,34601,2021-01-12T17:35:37.334Z
b9a74d,3,17,24,t,34601,2021-01-12T17:35:37.334Z
e83aa3,4,32,1,t,a88a5e,2021-02-15T04:56:13.257Z
5d267b,4,40,1,t,a88a5e,2021-02-15T04:56:13.257Z
d5e9a6,3,23,19,f,9a9653,2021-02-08T09:12:50.083Z
c8d436,1,10,19,f,9a9653,2021-02-08T09:12:50.083Z
f084eb,2,36,19,f,9a9653,2021-02-08T09:12:50.083Z
b9a74d,2,17,19,f,9a9653,2021-02-08T09:12:50.083Z
2feb6b,2,29,19,f,9a9653,2021-02-08T09:12:50.083Z
c4a632,5,13,14,f,1edc69,2021-03-28T15:32:43.785Z
e83aa3,5,32,14,f,1edc69,2021-03-28T15:32:43.785Z
72f5d4,3,19,14,f,1edc69,2021-03-28T15:32:43.785Z
9ec847,5,54,14,f,1edc69,2021-03-28T15:32:43.785Z
c8d436,3,10,14,f,1edc69,2021-03-28T15:32:43.785Z
b9a74d,4,17,14,f,1edc69,2021-03-28T15:32:43.785Z
e83aa3,1,32,18,f,638a7d,2021-03-15T02:24:18.057Z
e31d39,2,10,18,f,638a7d,2021-03-15T02:24:18.057Z
d5e9a6,4,23,18,f,638a7d,2021-03-15T02:24:18.057Z
72f5d4,3,19,18,f,638a7d,2021-03-15T02:24:18.057Z
9ec847,3,54,18,f,638a7d,2021-03-15T02:24:18.057Z
5d267b,2,40,18,f,638a7d,2021-03-15T02:24:18.057Z
c8d436,2,10,18,f,638a7d,2021-03-15T02:24:18.057Z
2a2353,3,57,18,f,638a7d,2021-03-15T02:24:18.057Z
b9a74d,3,17,18,f,638a7d,2021-03-15T02:24:18.057Z
c4a632,5,13,1,f,4bdb49,2021-03-03T04:33:15.264Z
9ec847,2,54,1,f,4bdb49,2021-03-03T04:33:15.264Z
5d267b,2,40,1,f,4bdb49,2021-03-03T04:33:15.264Z
c8d436,1,10,1,f,4bdb49,2021-03-03T04:33:15.264Z
f084eb,5,36,1,f,4bdb49,2021-03-03T04:33:15.264Z
b9a74d,3,17,1,f,4bdb49,2021-03-03T04:33:15.264Z
2feb6b,2,29,1,f,4bdb49,2021-03-03T04:33:15.264Z
c4a632,2,13,13,t,8f4908,2021-03-24T21:30:36.259Z
e83aa3,4,32,13,t,8f4908,2021-03-24T21:30:36.259Z
d5e9a6,2,23,13,t,8f4908,2021-03-24T21:30:36.259Z
72f5d4,3,19,13,t,8f4908,2021-03-24T21:30:36.259Z
5d267b,4,40,13,t,8f4908,2021-03-24T21:30:36.259Z
f084eb,1,36,13,t,8f4908,2021-03-24T21:30:36.259Z
b9a74d,5,17,13,t,8f4908,2021-03-24T21:30:36.259Z
e31d39,2,10,20,t,3132fb,2021-02-11T01:59:35.260Z
d5e9a6,1,23,20,t,3132fb,2021-02-11T01:59:35.260Z
5d267b,4,40,20,t,3132fb,2021-02-11T01:59:35.260Z
2a2353,4,57,20,t,3132fb,2021-02-11T01:59:35.260Z
b9a74d,1,17,20,t,3132fb,2021-02-11T01:59:35.260Z
2feb6b,5,29,20,t,3132fb,2021-02-11T01:59:35.260Z
c4a632,5,13,12,t,2cf0ed,2021-01-24T00:59:46.291Z
e31d39,5,10,12,t,2cf0ed,2021-01-24T00:59:46.291Z
d5e9a6,4,23,12,t,2cf0ed,2021-01-24T00:59:46.291Z
2a2353,4,57,12,t,2cf0ed,2021-01-24T00:59:46.291Z
f084eb,2,36,12,t,2cf0ed,2021-01-24T00:59:46.291Z
2feb6b,5,29,12,t,2cf0ed,2021-01-24T00:59:46.291Z
e31d39,5,10,16,t,9.00E+37,2021-01-09T17:25:31.238Z
d5e9a6,1,23,16,t,9.00E+37,2021-01-09T17:25:31.238Z
72f5d4,1,19,16,t,9.00E+37,2021-01-09T17:25:31.238Z
f084eb,3,36,16,t,9.00E+37,2021-01-09T17:25:31.238Z
d5e9a6,5,23,7,t,d1a249,2021-02-07T21:22:19.718Z
72f5d4,4,19,7,t,d1a249,2021-02-07T21:22:19.718Z
9ec847,5,54,7,t,d1a249,2021-02-07T21:22:19.718Z
2a2353,3,57,7,t,d1a249,2021-02-07T21:22:19.718Z
2feb6b,3,29,7,t,d1a249,2021-02-07T21:22:19.718Z
c4a632,2,13,22,t,f77cc2,2021-02-08T12:29:27.916Z
e83aa3,5,32,22,t,f77cc2,2021-02-08T12:29:27.916Z
d5e9a6,3,23,22,t,f77cc2,2021-02-08T12:29:27.916Z
9ec847,3,54,22,t,f77cc2,2021-02-08T12:29:27.916Z
5d267b,3,40,22,t,f77cc2,2021-02-08T12:29:27.916Z
c8d436,5,10,22,t,f77cc2,2021-02-08T12:29:27.916Z
2a2353,5,57,22,t,f77cc2,2021-02-08T12:29:27.916Z
c4a632,2,13,9,t,1928b1,2021-03-25T08:47:13.286Z
e31d39,1,10,9,t,1928b1,2021-03-25T08:47:13.286Z
d5e9a6,1,23,9,t,1928b1,2021-03-25T08:47:13.286Z
9ec847,1,54,9,t,1928b1,2021-03-25T08:47:13.286Z
5d267b,3,40,9,t,1928b1,2021-03-25T08:47:13.286Z
2a2353,4,57,9,t,1928b1,2021-03-25T08:47:13.286Z
b9a74d,1,17,9,t,1928b1,2021-03-25T08:47:13.286Z
2feb6b,5,29,9,t,1928b1,2021-03-25T08:47:13.286Z
e83aa3,1,32,5,t,c228e3,2021-02-03T00:35:29.932Z
d5e9a6,3,23,5,t,c228e3,2021-02-03T00:35:29.932Z
72f5d4,3,19,5,t,c228e3,2021-02-03T00:35:29.932Z
2a2353,4,57,5,t,c228e3,2021-02-03T00:35:29.932Z
e31d39,2,10,23,t,870d3b,2021-01-20T14:29:24.691Z
9ec847,1,54,23,t,870d3b,2021-01-20T14:29:24.691Z
c8d436,4,10,23,t,870d3b,2021-01-20T14:29:24.691Z
2a2353,3,57,23,t,870d3b,2021-01-20T14:29:24.691Z
c4a632,3,13,22,t,46f796,2021-03-13T02:30:37.180Z
2a2353,2,57,22,t,46f796,2021-03-13T02:30:37.180Z
b9a74d,4,17,22,t,46f796,2021-03-13T02:30:37.180Z
d5e9a6,5,23,15,t,24986f,2021-01-09T03:30:35.222Z
72f5d4,3,19,15,t,24986f,2021-01-09T03:30:35.222Z
5d267b,3,40,15,t,24986f,2021-01-09T03:30:35.222Z
2a2353,4,57,15,t,24986f,2021-01-09T03:30:35.222Z
f084eb,1,36,15,t,24986f,2021-01-09T03:30:35.222Z
b9a74d,3,17,15,t,24986f,2021-01-09T03:30:35.222Z
e83aa3,4,32,2,t,90e5ad,2021-02-28T23:10:03.734Z
e31d39,4,10,2,t,90e5ad,2021-02-28T23:10:03.734Z
9ec847,3,54,2,t,90e5ad,2021-02-28T23:10:03.734Z
2a2353,2,57,2,t,90e5ad,2021-02-28T23:10:03.734Z
b9a74d,1,17,2,t,90e5ad,2021-02-28T23:10:03.734Z
c4a632,3,13,10,t,31f568,2021-01-13T17:48:42.969Z
e31d39,2,10,10,t,31f568,2021-01-13T17:48:42.969Z
72f5d4,4,19,10,t,31f568,2021-01-13T17:48:42.969Z
2feb6b,4,29,10,t,31f568,2021-01-13T17:48:42.969Z
e83aa3,1,32,15,t,fb6b00,2021-02-23T17:17:16.684Z
e31d39,4,10,15,t,fb6b00,2021-02-23T17:17:16.684Z
72f5d4,3,19,15,t,fb6b00,2021-02-23T17:17:16.684Z
9ec847,1,54,15,t,fb6b00,2021-02-23T17:17:16.684Z
5d267b,5,40,15,t,fb6b00,2021-02-23T17:17:16.684Z
2a2353,5,57,15,t,fb6b00,2021-02-23T17:17:16.684Z
f084eb,4,36,15,t,fb6b00,2021-02-23T17:17:16.684Z
2feb6b,5,29,15,t,fb6b00,2021-02-23T17:17:16.684Z
c4a632,2,13,18,t,cf21fe,2021-02-18T08:32:03.408Z
5d267b,4,40,18,t,cf21fe,2021-02-18T08:32:03.408Z
c8d436,4,10,18,t,cf21fe,2021-02-18T08:32:03.408Z
2feb6b,2,29,18,t,cf21fe,2021-02-18T08:32:03.408Z
e31d39,1,10,6,t,a4586a,2021-01-29T18:42:09.619Z
d5e9a6,3,23,6,t,a4586a,2021-01-29T18:42:09.619Z
c8d436,2,10,6,t,a4586a,2021-01-29T18:42:09.619Z
2a2353,5,57,6,t,a4586a,2021-01-29T18:42:09.619Z
f084eb,3,36,6,t,a4586a,2021-01-29T18:42:09.619Z
b9a74d,1,17,6,t,a4586a,2021-01-29T18:42:09.619Z
2feb6b,2,29,6,t,a4586a,2021-01-29T18:42:09.619Z
c4a632,4,13,16,f,dfec5f,2021-01-18T07:30:42.076Z
e83aa3,4,32,16,f,dfec5f,2021-01-18T07:30:42.076Z
e31d39,4,10,16,f,dfec5f,2021-01-18T07:30:42.076Z
72f5d4,4,19,16,f,dfec5f,2021-01-18T07:30:42.076Z
9ec847,3,54,16,f,dfec5f,2021-01-18T07:30:42.076Z
5d267b,1,40,16,f,dfec5f,2021-01-18T07:30:42.076Z
c8d436,2,10,16,f,dfec5f,2021-01-18T07:30:42.076Z
2a2353,4,57,16,f,dfec5f,2021-01-18T07:30:42.076Z
f084eb,5,36,16,f,dfec5f,2021-01-18T07:30:42.076Z
b9a74d,1,17,16,f,dfec5f,2021-01-18T07:30:42.076Z
c4a632,1,13,18,t,7c7e2d,2021-02-01T22:00:00.720Z
e83aa3,1,32,18,t,7c7e2d,2021-02-01T22:00:00.720Z
e31d39,5,10,18,t,7c7e2d,2021-02-01T22:00:00.720Z
72f5d4,5,19,18,t,7c7e2d,2021-02-01T22:00:00.720Z
9ec847,1,54,18,t,7c7e2d,2021-02-01T22:00:00.720Z
c8d436,1,10,18,t,7c7e2d,2021-02-01T22:00:00.720Z
2a2353,5,57,18,t,7c7e2d,2021-02-01T22:00:00.720Z
f084eb,2,36,18,t,7c7e2d,2021-02-01T22:00:00.720Z
b9a74d,5,17,18,t,7c7e2d,2021-02-01T22:00:00.720Z
e83aa3,3,32,0,t,b7106e,2021-01-22T11:50:11.961Z
9ec847,2,54,0,t,b7106e,2021-01-22T11:50:11.961Z
c8d436,1,10,0,t,b7106e,2021-01-22T11:50:11.961Z
2a2353,3,57,0,t,b7106e,2021-01-22T11:50:11.961Z
b9a74d,4,17,0,t,b7106e,2021-01-22T11:50:11.961Z
9ec847,3,54,6,t,9ae921,2021-03-22T03:08:08.937Z
5d267b,2,40,6,t,9ae921,2021-03-22T03:08:08.937Z
2a2353,2,57,6,t,9ae921,2021-03-22T03:08:08.937Z
f084eb,2,36,6,t,9ae921,2021-03-22T03:08:08.937Z
b9a74d,4,17,6,t,9ae921,2021-03-22T03:08:08.937Z
e83aa3,4,32,1,t,023ace,2021-02-15T01:51:16.214Z
d5e9a6,5,23,1,t,023ace,2021-02-15T01:51:16.214Z
9ec847,2,54,1,t,023ace,2021-02-15T01:51:16.214Z
c8d436,3,10,1,t,023ace,2021-02-15T01:51:16.214Z
b9a74d,2,17,1,t,023ace,2021-02-15T01:51:16.214Z
d5e9a6,4,23,22,t,d7b455,2021-01-29T13:20:29.673Z
72f5d4,4,19,22,t,d7b455,2021-01-29T13:20:29.673Z
5d267b,5,40,22,t,d7b455,2021-01-29T13:20:29.673Z
2a2353,3,57,22,t,d7b455,2021-01-29T13:20:29.673Z
f084eb,5,36,22,t,d7b455,2021-01-29T13:20:29.673Z
c4a632,2,13,4,f,f16705,2021-02-24T01:06:25.718Z
e31d39,4,10,4,f,f16705,2021-02-24T01:06:25.718Z
d5e9a6,1,23,4,f,f16705,2021-02-24T01:06:25.718Z
72f5d4,3,19,4,f,f16705,2021-02-24T01:06:25.718Z
9ec847,2,54,4,f,f16705,2021-02-24T01:06:25.718Z
b9a74d,3,17,4,f,f16705,2021-02-24T01:06:25.718Z
2feb6b,1,29,4,f,f16705,2021-02-24T01:06:25.718Z
e83aa3,5,32,18,f,8d2c78,2021-03-02T01:26:50.611Z
e31d39,1,10,18,f,8d2c78,2021-03-02T01:26:50.611Z
72f5d4,2,19,18,f,8d2c78,2021-03-02T01:26:50.611Z
f084eb,1,36,18,f,8d2c78,2021-03-02T01:26:50.611Z
d5e9a6,3,23,16,t,28d244,2021-02-20T06:45:03.715Z
9ec847,2,54,16,t,28d244,2021-02-20T06:45:03.715Z
5d267b,1,40,16,t,28d244,2021-02-20T06:45:03.715Z
c8d436,4,10,16,t,28d244,2021-02-20T06:45:03.715Z
2a2353,4,57,16,t,28d244,2021-02-20T06:45:03.715Z
f084eb,3,36,16,t,28d244,2021-02-20T06:45:03.715Z
c4a632,4,13,22,f,d499f9,2021-02-13T19:04:20.870Z
d5e9a6,4,23,22,f,d499f9,2021-02-13T19:04:20.870Z
9ec847,3,54,22,f,d499f9,2021-02-13T19:04:20.870Z
5d267b,1,40,22,f,d499f9,2021-02-13T19:04:20.870Z
c8d436,1,10,22,f,d499f9,2021-02-13T19:04:20.870Z
2a2353,4,57,22,f,d499f9,2021-02-13T19:04:20.870Z
f084eb,5,36,22,f,d499f9,2021-02-13T19:04:20.870Z
b9a74d,2,17,22,f,d499f9,2021-02-13T19:04:20.870Z
c4a632,2,13,22,t,3fcd70,2021-02-15T07:06:06.278Z
72f5d4,4,19,22,t,3fcd70,2021-02-15T07:06:06.278Z
9ec847,5,54,22,t,3fcd70,2021-02-15T07:06:06.278Z
f084eb,4,36,22,t,3fcd70,2021-02-15T07:06:06.278Z
b9a74d,1,17,22,t,3fcd70,2021-02-15T07:06:06.278Z
2feb6b,2,29,22,t,3fcd70,2021-02-15T07:06:06.278Z
e31d39,4,10,23,t,4f6a83,2021-02-07T16:17:00.672Z
d5e9a6,2,23,23,t,4f6a83,2021-02-07T16:17:00.672Z
9ec847,5,54,23,t,4f6a83,2021-02-07T16:17:00.672Z
c8d436,1,10,23,t,4f6a83,2021-02-07T16:17:00.672Z
2feb6b,5,29,23,t,4f6a83,2021-02-07T16:17:00.672Z
c4a632,1,13,19,f,572c3a,2021-01-09T23:57:29.923Z
e83aa3,3,32,19,f,572c3a,2021-01-09T23:57:29.923Z
e31d39,4,10,19,f,572c3a,2021-01-09T23:57:29.923Z
d5e9a6,5,23,19,f,572c3a,2021-01-09T23:57:29.923Z
9ec847,5,54,19,f,572c3a,2021-01-09T23:57:29.923Z
5d267b,3,40,19,f,572c3a,2021-01-09T23:57:29.923Z
c8d436,1,10,19,f,572c3a,2021-01-09T23:57:29.923Z
2a2353,3,57,19,f,572c3a,2021-01-09T23:57:29.923Z
f084eb,1,36,19,f,572c3a,2021-01-09T23:57:29.923Z
2feb6b,1,29,19,f,572c3a,2021-01-09T23:57:29.923Z
c4a632,2,13,12,f,04970c,2021-01-28T10:03:47.347Z
e31d39,2,10,12,f,04970c,2021-01-28T10:03:47.347Z
72f5d4,3,19,12,f,04970c,2021-01-28T10:03:47.347Z
9ec847,4,54,12,f,04970c,2021-01-28T10:03:47.347Z
c8d436,5,10,12,f,04970c,2021-01-28T10:03:47.347Z
c4a632,3,13,16,t,8d1375,2021-03-15T19:41:11.328Z
e83aa3,3,32,16,t,8d1375,2021-03-15T19:41:11.328Z
72f5d4,4,19,16,t,8d1375,2021-03-15T19:41:11.328Z
5d267b,2,40,16,t,8d1375,2021-03-15T19:41:11.328Z
c8d436,2,10,16,t,8d1375,2021-03-15T19:41:11.328Z
2a2353,5,57,16,t,8d1375,2021-03-15T19:41:11.328Z
f084eb,5,36,16,t,8d1375,2021-03-15T19:41:11.328Z
2feb6b,2,29,16,t,8d1375,2021-03-15T19:41:11.328Z
c4a632,4,13,0,f,95ef47,2021-01-20T18:38:24.720Z
e31d39,3,10,0,f,95ef47,2021-01-20T18:38:24.720Z
d5e9a6,5,23,0,f,95ef47,2021-01-20T18:38:24.720Z
72f5d4,1,19,0,f,95ef47,2021-01-20T18:38:24.720Z
9ec847,3,54,0,f,95ef47,2021-01-20T18:38:24.720Z
5d267b,1,40,0,f,95ef47,2021-01-20T18:38:24.720Z
c8d436,3,10,0,f,95ef47,2021-01-20T18:38:24.720Z
2a2353,4,57,0,f,95ef47,2021-01-20T18:38:24.720Z
b9a74d,1,17,0,f,95ef47,2021-01-20T18:38:24.720Z
c4a632,2,13,19,t,9a36b3,2021-01-24T23:26:15.475Z
e83aa3,3,32,19,t,9a36b3,2021-01-24T23:26:15.475Z
e31d39,1,10,19,t,9a36b3,2021-01-24T23:26:15.475Z
72f5d4,1,19,19,t,9a36b3,2021-01-24T23:26:15.475Z
9ec847,3,54,19,t,9a36b3,2021-01-24T23:26:15.475Z
5d267b,5,40,19,t,9a36b3,2021-01-24T23:26:15.475Z
c8d436,4,10,19,t,9a36b3,2021-01-24T23:26:15.475Z
f084eb,1,36,19,t,9a36b3,2021-01-24T23:26:15.475Z
b9a74d,4,17,19,t,9a36b3,2021-01-24T23:26:15.475Z
2feb6b,5,29,19,t,9a36b3,2021-01-24T23:26:15.475Z
72f5d4,2,19,6,t,7db661,2021-01-18T04:02:51.273Z
5d267b,5,40,6,t,7db661,2021-01-18T04:02:51.273Z
c8d436,4,10,6,t,7db661,2021-01-18T04:02:51.273Z
b9a74d,2,17,6,t,7db661,2021-01-18T04:02:51.273Z
c4a632,3,13,17,t,3424ed,2021-01-20T23:52:40.656Z
e83aa3,1,32,17,t,3424ed,2021-01-20T23:52:40.656Z
e31d39,4,10,17,t,3424ed,2021-01-20T23:52:40.656Z
9ec847,3,54,17,t,3424ed,2021-01-20T23:52:40.656Z
5d267b,2,40,17,t,3424ed,2021-01-20T23:52:40.656Z
b9a74d,4,17,17,t,3424ed,2021-01-20T23:52:40.656Z
e83aa3,1,32,13,t,16463d,2021-01-20T07:26:39.379Z
72f5d4,5,19,13,t,16463d,2021-01-20T07:26:39.379Z
9ec847,5,54,13,t,16463d,2021-01-20T07:26:39.379Z
5d267b,1,40,13,t,16463d,2021-01-20T07:26:39.379Z
2a2353,4,57,13,t,16463d,2021-01-20T07:26:39.379Z
b9a74d,3,17,13,t,16463d,2021-01-20T07:26:39.379Z
d5e9a6,1,23,21,t,27be37,2021-01-20T00:46:56.380Z
9ec847,5,54,21,t,27be37,2021-01-20T00:46:56.380Z
c8d436,2,10,21,t,27be37,2021-01-20T00:46:56.380Z
2a2353,2,57,21,t,27be37,2021-01-20T00:46:56.380Z
2feb6b,1,29,21,t,27be37,2021-01-20T00:46:56.380Z
c4a632,3,13,2,t,354cfd,2021-03-21T09:17:41.596Z
e31d39,5,10,2,t,354cfd,2021-03-21T09:17:41.596Z
9ec847,5,54,2,t,354cfd,2021-03-21T09:17:41.596Z
c8d436,5,10,2,t,354cfd,2021-03-21T09:17:41.596Z
2a2353,3,57,2,t,354cfd,2021-03-21T09:17:41.596Z
b9a74d,1,17,2,t,354cfd,2021-03-21T09:17:41.596Z
e83aa3,2,32,21,f,3c2972,2021-02-16T09:44:37.795Z
e31d39,5,10,21,f,3c2972,2021-02-16T09:44:37.795Z
d5e9a6,3,23,21,f,3c2972,2021-02-16T09:44:37.795Z
72f5d4,3,19,21,f,3c2972,2021-02-16T09:44:37.795Z
5d267b,2,40,21,f,3c2972,2021-02-16T09:44:37.795Z
c8d436,2,10,21,f,3c2972,2021-02-16T09:44:37.795Z
2a2353,1,57,21,f,3c2972,2021-02-16T09:44:37.795Z
2feb6b,3,29,21,f,3c2972,2021-02-16T09:44:37.795Z
e31d39,4,10,4,t,916293,2021-03-23T15:32:02.400Z
d5e9a6,3,23,4,t,916293,2021-03-23T15:32:02.400Z
b9a74d,4,17,4,t,916293,2021-03-23T15:32:02.400Z
2feb6b,4,29,4,t,916293,2021-03-23T15:32:02.400Z
e83aa3,2,32,18,t,144b5e,2021-01-28T21:18:24.278Z
e31d39,2,10,18,t,144b5e,2021-01-28T21:18:24.278Z
72f5d4,1,19,18,t,144b5e,2021-01-28T21:18:24.278Z
5d267b,5,40,18,t,144b5e,2021-01-28T21:18:24.278Z
f084eb,1,36,18,t,144b5e,2021-01-28T21:18:24.278Z
c4a632,4,13,0,f,f4dfc4,2021-01-24T00:02:17.808Z
72f5d4,4,19,0,f,f4dfc4,2021-01-24T00:02:17.808Z
5d267b,3,40,0,f,f4dfc4,2021-01-24T00:02:17.808Z
2a2353,3,57,0,f,f4dfc4,2021-01-24T00:02:17.808Z
c4a632,5,13,12,t,f84e54,2021-02-23T17:24:05.961Z
e83aa3,4,32,12,t,f84e54,2021-02-23T17:24:05.961Z
d5e9a6,3,23,12,t,f84e54,2021-02-23T17:24:05.961Z
9ec847,3,54,12,t,f84e54,2021-02-23T17:24:05.961Z
5d267b,5,40,12,t,f84e54,2021-02-23T17:24:05.961Z
f084eb,4,36,12,t,f84e54,2021-02-23T17:24:05.961Z
2feb6b,2,29,12,t,f84e54,2021-02-23T17:24:05.961Z
c4a632,2,13,8,t,76dbcb,2021-03-02T14:48:39.600Z
e83aa3,1,32,8,t,76dbcb,2021-03-02T14:48:39.600Z
e31d39,1,10,8,t,76dbcb,2021-03-02T14:48:39.600Z
72f5d4,3,19,8,t,76dbcb,2021-03-02T14:48:39.600Z
c8d436,1,10,8,t,76dbcb,2021-03-02T14:48:39.600Z
2a2353,4,57,8,t,76dbcb,2021-03-02T14:48:39.600Z
f084eb,5,36,8,t,76dbcb,2021-03-02T14:48:39.600Z
c4a632,5,13,8,f,2.18E+11,2021-01-05T05:49:36.537Z
e83aa3,1,32,8,f,2.18E+11,2021-01-05T05:49:36.537Z
